LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
180000,2,2,51,2393,5428,5683,39351,3241,2614,5461,5834,39000,3241,2614,3506,NO
180000,1,2,66,2566,7255,24974,25256,29627,17765,7255,25043,25256,29627,17765,6932,NO
180000,1,2,67,2569,2834,394,904,2514,4054,2834,0,900,2000,4000,2000,NO
180000,2,2,36,3775,5570,4722,8643,7783,12398,2005,31,5000,1000,5000,5000,NO
180000,2,2,64,3840,18588,1557,2540,3058,16030,18588,1562,2540,3058,16030,330,NO
180000,2,2,32,6396,12595,18704,24410,29184,7325,7000,7000,7000,7000,5000,326,NO
180000,2,2,35,8689,6750,9893,2690,0,0,3000,3968,2690,0,0,5400,NO
180000,1,2,65,9796,500,3866,6019,7602,7622,500,3866,3300,7602,7622,0,NO
180000,1,2,27,9853,18399,29973,42347,-53,10653,10732,22119,17012,0,10706,9659,NO
180000,2,2,33,10479,11793,12500,13383,14760,15472,1410,1117,1000,1500,1000,1000,NO
180000,2,2,48,12595,18704,24410,29184,7325,326,7000,7000,7000,5000,326,7276,NO
180000,2,2,44,20098,22063,11705,14900,7180,-10,3000,4000,4000,3000,0,550,NO
180000,1,2,50,23638,-46,-46,-46,-46,1154,3000,0,0,0,1200,44338,NO
180000,2,2,45,26000,5480,5960,600,6800,12627,5488,5960,600,6800,12627,0,NO
180000,1,2,28,26730,27757,28178,29055,59849,29840,1800,1500,2000,1400,1100,1400,NO
180000,1,2,67,29484,30309,28313,942,1038,492,2000,942,0,492,0,600,NO
180000,1,2,46,40675,36126,30820,23852,17902,7784,1560,1735,1385,30,23,5411,NO
180000,2,2,24,42238,38741,36696,35813,37893,34661,2500,2000,1128,2500,0,2000,NO
180000,2,2,52,47815,8473,950,13408,3819,1107,8480,957,13408,3819,1107,20679,NO
180000,2,2,67,49550,43015,50238,49461,43877,32411,3006,10017,2018,1022,2322,23023,NO
180000,2,2,59,51085,48531,55352,63055,75046,65184,5014,10000,10000,15057,10010,10036,NO
180000,2,1,29,54972,42329,42071,39649,39221,40731,2000,2002,2000,2000,2000,2000,NO
180000,2,2,57,65054,57314,54485,59415,57110,19339,1568,4,8000,387,0,0,NO
180000,1,2,49,78128,81976,83338,90031,93692,96100,5000,4000,8000,5000,4000,5500,NO
180000,2,1,70,85557,73121,68650,67895,68442,70131,3200,2500,3000,2500,3000,5000,NO
180000,2,2,42,90874,79901,82451,83201,77081,74441,3000,3900,3400,5600,0,2600,NO
180000,2,2,35,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,NO
180000,2,1,62,113125,67864,31613,25220,8654,4837,1923,1501,1000,0,0,49347,NO
180000,2,1,50,117328,115140,73730,64600,2500,0,4117,3504,3000,0,0,0,NO
180000,1,2,42,129719,133702,133758,80055,69672,33194,6070,3521,5000,5000,5004,5029,NO
180000,2,2,33,131007,131632,136239,138116,135246,130436,5000,7000,6500,5000,5000,5000,NO
180000,2,1,58,133868,125613,86893,89014,91946,93237,5300,4000,4000,10000,3200,3100,NO
180000,1,2,29,139097,131157,128342,122345,109228,101428,5699,4300,4023,3785,3684,4000,NO
180000,1,1,65,148735,150771,156334,165696,165582,168952,6000,8000,13500,4110,6200,13600,NO
180000,2,2,50,158245,161695,163620,165604,169075,172401,7400,6000,6100,6200,6200,6300,NO
180000,2,2,32,161694,166198,168711,172263,174127,176335,7500,7000,7189,6000,5100,10000,NO
180000,2,2,24,168318,127111,74197,-19,-19,142176,4163,1898,0,0,142195,5100,NO
180000,2,2,23,171237,172787,174667,176618,141697,143738,8000,7000,7000,5010,5200,6000,NO
180000,1,2,44,175154,175790,153515,130864,131569,128983,5100,50,14500,4500,296,4500,NO
180000,2,1,22,176793,173034,171772,172344,134321,131191,8000,8206,6500,5000,5000,5000,NO
180000,2,2,50,176802,179271,180382,132104,129772,124734,6963,6208,3749,4365,4517,177,NO
180000,1,2,24,180387,182361,184097,177870,169767,175867,9000,8500,8500,8000,14250,8000,NO
180000,1,1,44,187205,182435,131327,131288,100116,86644,5,0,7326,4124,8693,0,NO
180000,2,2,66,230740,30873,32033,51373,52553,53505,1500,1660,20000,2030,1951,3000,NO
190000,2,2,68,0,0,0,0,0,0,0,0,0,0,0,828,NO
190000,2,2,65,0,2278,918,859,1300,514,2278,918,864,1300,514,175,NO
190000,2,1,47,4639,4718,5610,7300,4694,2250,1100,1610,2310,2000,1000,300,NO
190000,2,2,54,7188,9521,9224,10262,13083,13372,2459,0,1200,3000,500,510,NO
190000,2,2,40,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,NO
190000,2,2,36,112039,114347,102229,83779,72666,63714,4600,4500,4000,2900,2800,3000,NO
190000,2,2,64,141693,143464,146943,151905,153538,156664,5618,5795,7408,5645,5753,6370,NO
190000,2,2,43,143464,146943,151905,153538,156664,160361,5795,7408,5645,5753,6370,5865,NO
190000,2,2,50,188370,188550,187521,190448,195492,190598,8700,8500,9270,14100,0,7200,NO
190000,1,2,47,359280,362680,161193,123203,85510,83704,10367,6596,4831,2806,2870,10017,NO
200000,2,2,25,0,0,0,304,13489,6788,0,0,304,13489,6788,188,NO
200000,2,2,28,0,1732,828,0,497,1809,1732,828,0,497,1809,0,NO
200000,1,2,32,0,0,0,0,0,0,0,0,0,0,0,597,NO
200000,2,2,63,0,0,0,1545,1156,6099,0,0,1545,1156,5000,3000,NO
200000,2,2,66,0,344,344,344,0,0,344,0,0,0,0,250,NO
200000,2,2,42,0,0,0,0,0,0,0,0,0,0,0,510,NO
200000,2,1,57,0,2658,150,3570,2853,0,2658,150,3570,2853,0,0,NO
200000,2,2,24,326,326,326,326,326,326,326,326,326,326,326,326,NO
200000,2,2,52,339,5322,7756,4792,3107,17423,5322,7756,0,38700,16724,6393,NO
200000,2,2,61,466,161746,153377,134027,135120,136512,161844,5228,5005,5004,5151,5253,NO
200000,1,2,56,508,10680,1190,527,4524,5522,10712,1194,527,4537,5538,3883,NO
200000,1,2,32,778,504,3724,445,8963,482,506,3742,447,9007,484,489,NO
200000,1,2,65,833,932,662,311,355,1266,932,0,0,355,1200,0,NO
200000,1,2,61,972,-1,-1,299,299,293,0,0,300,300,294,0,NO
200000,2,2,25,1243,0,0,0,0,0,0,0,0,0,0,1434,NO
200000,1,2,36,1707,1106,2628,7502,38584,16990,1109,2807,26316,50108,85,1746,NO
200000,2,1,47,1760,0,0,0,0,0,0,0,0,0,0,0,NO
200000,1,1,51,1793,5189,8627,1530,-200,-200,5191,9003,1530,0,0,980,NO
200000,2,2,31,1860,4464,29705,25854,510,1470,4464,29705,25854,510,1470,5822,NO
200000,2,1,69,1878,576,4251,1358,300,0,576,4251,1358,300,8909,5670,NO
200000,1,2,52,2006,1823,-2,-2,-90,-90,0,27,88,0,0,0,NO
200000,1,2,58,2393,1726,1602,1040,3564,2031,1731,1606,1051,3574,2036,1703,NO
200000,1,2,67,2626,15912,1677,315,3042,374,15954,1677,315,3042,374,4500,NO
200000,2,1,48,2816,316,632,316,316,316,316,632,0,316,316,316,NO
200000,2,1,35,3099,3174,0,3239,0,500,3174,0,3239,0,500,0,NO
200000,1,2,66,3330,2665,115323,21547,4056,3180,2686,115916,21722,4076,3196,17660,NO
200000,2,2,23,3494,2516,2228,6338,2290,3620,2516,2228,6338,2290,3620,6504,NO
200000,1,2,69,4420,460,99165,0,0,0,0,99165,0,0,0,3090,NO
200000,2,2,32,4571,0,2983,2780,0,0,0,2983,0,0,0,3125,NO
200000,2,1,61,5733,4426,3559,22458,20888,17875,2023,2018,22491,7521,2000,3000,NO
200000,1,2,52,5765,12386,2662,6023,8303,171059,12453,12,6053,8337,171074,5036,NO
200000,1,2,52,5838,2256,9552,4215,3400,3286,2256,9588,5135,3487,3295,7791,NO
200000,2,2,34,6023,3621,2659,1708,1629,13037,3632,2659,1708,1629,13037,450,NO
200000,1,2,46,6905,8674,6449,14392,14792,8016,4628,6454,14392,600,164,0,NO
200000,1,2,48,7464,22182,10373,2669,1024,170722,22182,7,0,6177,180722,5000,NO
200000,2,2,61,7484,8273,13249,22319,17279,9853,2000,13000,10000,5000,5000,4000,NO
200000,2,2,56,7618,7961,1452,6248,4112,0,7961,1452,6248,4112,0,3428,NO
200000,2,2,63,8837,9491,3632,7673,5830,6890,9690,3632,7673,2530,6000,6925,NO
200000,1,1,51,11445,12379,12187,7402,10827,11351,5013,3038,3007,5005,2056,2826,NO
200000,1,2,36,13383,1183,14714,11938,303,3262,1183,14714,0,303,3262,3635,NO
200000,2,2,30,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,NO
200000,1,2,45,29804,30892,25355,21666,15404,11559,20044,10198,15083,15450,11593,18784,NO
200000,2,1,65,34819,165,1850,1538,165,165,165,1850,1538,165,165,165,NO
200000,2,2,29,38783,62793,1286,1117,1117,0,26286,0,1117,1117,0,1128,NO
200000,2,1,43,40559,44565,46815,52978,53970,56064,5000,3000,7000,2000,3000,3000,NO
200000,1,2,62,42215,44597,51023,56627,60693,59596,3092,7518,7122,5627,0,2741,NO
200000,2,2,37,50925,51519,53693,55506,63261,52979,2455,2629,2442,10000,1502,1517,NO
200000,2,2,24,52935,51971,51341,49090,50009,51076,2500,2200,2500,3500,3000,3000,NO
200000,1,2,60,54663,46147,44095,25454,17651,18994,11000,3000,3000,2000,3000,10000,NO
200000,2,2,35,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,NO
200000,2,2,41,59373,55040,54414,53504,53670,45539,6002,3008,2006,2045,1346,1196,NO
200000,2,2,62,61940,63314,64699,66029,66836,68390,3000,3000,3000,2500,2632,2700,NO
200000,2,2,23,63314,64699,66029,66836,68390,69800,3000,3000,2500,2632,2700,3500,NO
200000,1,2,54,71989,122129,147936,149573,152574,156323,52129,30000,6000,6000,7000,10000,NO
200000,2,1,65,81865,86790,8441,97041,103541,3632,5000,2000,89000,6500,91,1504,NO
200000,1,2,61,87390,115312,142912,161874,176431,180153,30002,30002,21876,16433,5661,5349,NO
200000,1,2,49,95065,112893,110059,34125,36031,31885,20000,0,34000,2500,0,50000,NO
200000,1,2,62,99216,100142,34162,712,712,862,5300,3000,8712,712,862,704,NO
200000,2,2,26,105051,99648,144932,134530,129395,124561,32000,60000,6305,4300,4500,4500,NO
200000,2,2,31,106519,107255,111522,114171,115777,118749,4000,6000,6000,5000,5000,11500,NO
200000,2,1,26,135841,127109,102712,79902,59253,59826,4449,3555,3524,2300,2000,1800,NO
200000,2,2,57,140407,142965,188990,188742,187267,190249,8031,55015,5327,5505,5525,6039,NO
200000,2,1,39,148880,151913,155170,159089,160950,164691,7000,7200,8000,6000,6500,7000,NO
200000,1,2,51,162439,92626,73816,79033,79539,80584,4000,3000,6500,3013,5000,3000,NO
200000,2,2,61,184602,187145,190983,188714,196262,198059,7000,7000,9000,10700,10600,0,NO
200000,2,1,58,197142,198367,96731,67431,60690,60442,9197,3700,6478,2114,2337,2401,NO
200000,1,2,64,203357,201115,192220,180090,184603,189340,7064,7048,6000,6500,7430,0,NO
200000,1,2,36,220343,214375,201917,161221,162438,157415,7000,8016,5000,12000,6000,7000,NO
210000,1,2,60,0,0,0,0,0,8270,0,0,0,0,8270,0,NO
210000,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,NO
210000,1,2,54,0,0,0,0,0,0,0,0,0,0,0,0,NO
210000,2,2,33,0,0,0,1577,0,0,0,0,1577,0,0,0,NO
210000,2,2,29,262,3771,5474,69536,76188,72678,3771,5474,69536,10000,4000,2100,NO
210000,2,2,49,1082,0,0,232,0,150,0,0,232,0,150,81,NO
210000,1,2,49,1832,1074,1002,711,420,1572,1074,1002,711,420,1572,0,NO
210000,2,2,67,2162,61,259323,139861,1684,826,61,130000,10000,1684,826,1793,NO
210000,2,2,55,2316,2316,2836,2316,1446,131242,2316,2836,2316,1446,131242,5000,NO
210000,2,2,50,2568,52720,107861,112533,118699,41329,52720,57861,12533,8699,1329,13580,NO
210000,2,2,52,2670,262,3771,5474,69536,76188,262,3771,5474,69536,10000,4000,NO
210000,1,2,43,4432,5373,6200,0,0,0,1173,1000,0,0,0,0,NO
210000,1,2,51,5373,6200,0,0,0,0,1000,0,0,0,0,0,NO
210000,1,2,39,5397,5079,6020,6143,6268,399,5000,1000,123,125,0,1280,NO
210000,2,2,58,5850,4388,3638,7489,2684,9448,4388,3638,7489,2684,9448,5841,NO
210000,2,2,22,7457,1512,8475,5499,2960,670,1512,8475,5499,2960,670,25594,NO
210000,2,2,63,9918,6942,24680,41291,10623,10765,6942,24000,22000,20000,5000,3000,NO
210000,2,2,59,11442,3738,7526,10217,11737,8114,3738,7526,5000,5000,162,27760,NO
210000,1,2,64,15648,2008,-4291,-4291,-4291,-4291,2500,0,0,0,0,0,NO
210000,2,2,51,18755,6122,54832,2233,0,0,6122,54832,2351,0,0,0,NO
210000,2,2,25,26770,28001,31202,36968,32141,35018,2000,5000,8000,0,5000,0,NO
210000,2,1,67,37608,39001,40053,41084,42416,43707,2000,2000,2000,2000,2000,2000,NO
210000,2,2,38,40236,29230,24717,26563,22812,13620,2200,1854,2700,0,0,0,NO
210000,1,2,26,58340,58644,59855,61013,61097,65089,2107,3000,3000,2500,6000,8000,NO
210000,2,2,29,74235,74108,59594,51877,44293,38215,4000,5000,2000,2540,3000,3000,NO
210000,2,2,23,85672,68394,70305,65626,64638,67498,6009,5000,5000,5000,5000,5000,NO
210000,1,1,66,124667,201007,144968,134975,136469,139866,145273,5065,5012,5000,5078,5000,NO
210000,2,2,69,145643,133339,137000,55855,58370,59537,4741,5778,1955,3370,1913,1998,NO
210000,1,2,67,180004,184401,171506,133206,98885,88101,9000,7500,5503,4185,4500,3875,NO
210000,1,2,64,187992,193623,187501,167142,170910,174336,8500,8600,6500,6500,6300,7900,NO
210000,1,2,30,198724,200500,0,0,0,0,4500,0,0,0,0,0,NO
210000,2,2,41,204191,204530,185587,136410,140051,142976,9000,9007,5254,6000,5500,5000,NO
220000,1,2,54,184,1709,919,47545,2398,3338,1709,919,47545,2398,5178,12448,NO
220000,2,2,52,2956,2968,3054,4701,2869,3654,2968,3054,4701,2869,3654,2754,NO
220000,2,2,24,6601,8312,2102,4707,7216,6565,5026,2102,4000,7216,6565,4757,NO
220000,2,2,69,7468,5045,4944,7083,2495,8365,5045,4949,7083,2495,8365,5574,NO
220000,1,2,62,22399,24203,24081,25356,20952,18340,3000,2000,2000,1000,1200,900,NO
220000,2,2,33,25000,25000,0,0,0,0,25000,0,0,0,0,0,NO
220000,1,1,57,38074,43083,47051,65321,83882,72812,6000,5000,20012,23099,10029,30019,NO
220000,2,2,61,43436,46883,44179,44704,44997,45199,5012,2500,2000,2000,3000,3000,NO
220000,2,2,22,44109,32978,30415,28038,25669,16003,5000,13500,14000,13500,13500,15550,NO
220000,2,2,49,53342,56022,5806,5637,23054,10730,5000,5806,5637,23054,0,2406,NO
220000,2,2,44,55477,44109,32978,30415,28038,25669,3000,5000,13500,14000,13500,13500,NO
220000,2,2,40,57739,42144,19270,1500,5520,0,2000,1000,1500,5520,0,0,NO
220000,1,2,66,59247,60200,60360,61168,57287,62208,6000,3037,4000,4000,15000,3000,NO
220000,2,2,48,94311,95967,97995,97577,98583,99708,4319,5419,3000,3501,3629,7442,NO
220000,1,2,61,127021,132595,102667,108998,117186,121062,28500,5000,9604,10000,6000,14000,NO
220000,1,2,31,150544,155328,156136,158416,161212,156790,12000,6000,6000,6000,6000,12000,NO
220000,2,2,60,157215,161006,165222,168145,169162,172041,6502,8100,8200,6000,6200,6200,NO
220000,2,2,49,215779,196299,202596,198845,194885,92905,8600,11000,6000,10082,3400,3825,NO
220000,2,2,49,224166,219085,213888,215125,216543,217390,8200,7729,9207,7917,7911,8203,NO
230000,1,2,67,-73,-73,-73,-73,7723,0,0,0,0,7796,0,0,NO
230000,2,2,64,-5,2148,2932,354,200,0,2153,2932,354,200,0,0,NO
230000,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,NO
230000,2,2,33,0,0,233,233,20,0,0,233,0,20,0,0,NO
230000,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,NO
230000,1,2,24,326,326,326,326,1176,326,326,326,326,1176,326,776,NO
230000,1,2,32,651,651,651,0,651,1496,651,651,0,651,1496,1953,NO
230000,2,2,66,875,375,-250,-125,609,362,1000,0,0,4000,3000,9000,NO
230000,2,1,44,1190,1716,0,1012,0,753,1716,0,1012,0,753,7600,NO
230000,2,1,36,1736,67982,72938,54105,18744,5148,68000,7064,4106,5075,1000,4080,NO
230000,2,2,44,2376,2178,27460,22515,20109,13700,0,27446,1400,0,274,0,NO
230000,2,2,53,2403,7357,9752,12608,10797,20539,7357,2566,3000,1000,10000,2000,NO
230000,2,2,58,2454,1197,4556,4316,4316,4316,1197,4566,4316,4316,4316,4316,NO
230000,1,2,38,6289,10112,8637,7277,2818,2455,5112,7283,0,3000,2455,1285,NO
230000,2,2,64,6666,6666,0,0,0,0,6666,0,0,0,0,0,NO
230000,2,2,55,7539,6500,6500,45914,1465,600,6500,6500,45914,1465,600,958,NO
230000,2,2,24,7865,12377,12543,13713,17960,650,5000,2000,1500,5000,650,0,NO
230000,1,2,32,11343,17143,17150,15298,18378,18281,7000,1249,0,4000,1000,3000,NO
230000,2,2,22,12089,2306,13827,11686,46963,15962,2306,13835,11686,46963,15962,1596,NO
230000,2,2,35,12218,17667,20345,39945,41352,11032,6000,3500,20000,2000,1500,8000,NO
230000,2,2,37,15714,13171,24589,31111,60562,9968,13171,20015,11000,60562,8000,6059,NO
230000,2,2,66,23063,14024,11825,14765,12383,10008,2000,2000,5000,1000,2000,1000,NO
230000,1,2,45,23855,18298,1741,16594,18261,18333,18309,1741,33188,20000,19000,19319,NO
230000,2,2,36,24867,24437,3900,870,0,0,4300,3900,870,0,0,0,NO
230000,1,2,62,26574,-26,-26,90624,92624,-89,26,0,90650,2000,89,0,NO
230000,1,2,46,28534,27104,24415,29002,12415,10607,15222,10016,10083,5030,5003,5043,NO
230000,1,2,47,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,NO
230000,2,2,46,29500,4828,7633,9202,2553,6015,4800,7021,8008,0,6015,3053,NO
230000,2,2,35,30141,131255,110503,99283,97599,96116,120093,8034,3013,4010,5882,3000,NO
230000,1,2,24,31875,31611,32411,34162,34884,35569,2000,2000,4000,2000,2000,1500,NO
230000,2,2,56,33057,33698,36652,38421,37459,54778,1500,4767,3000,3092,17411,5000,NO
230000,2,2,58,45405,41630,38940,37150,36306,33563,2500,3013,4000,5006,3000,3000,NO
230000,2,2,36,48144,51966,44477,39998,23278,27775,12000,2353,5000,0,8000,643,NO
230000,2,1,31,53542,79186,49984,35526,24540,16038,36000,1222,7510,491,6600,0,NO
230000,2,1,69,54228,21092,18481,15609,5802,72049,1500,1139,600,800,70196,3000,NO
230000,2,2,55,64992,56763,58020,59580,59224,61867,2500,2500,3000,2000,4000,2000,NO
230000,2,2,25,65862,61532,37214,37680,33708,565,5000,1954,1420,3708,565,0,NO
230000,1,2,56,70966,70366,66633,56055,22935,17354,5606,1050,1634,3000,3203,1000,NO
230000,2,2,46,111295,112425,95155,72983,70329,69340,4473,5000,2624,2360,3100,1600,NO
230000,1,2,58,152966,65722,11666,18844,34983,53935,65722,20000,18844,34983,408,14574,NO
230000,2,2,48,185399,198941,201358,204067,200720,212403,18150,7200,7500,0,15079,8000,NO
230000,1,1,47,231357,233543,99033,237008,184695,185116,10000,7000,237008,6488,6605,6800,NO
230000,2,2,64,231591,102650,0,0,0,915,4650,0,0,0,915,4306,NO
240000,2,2,56,0,0,1522,2141,590,176,0,1522,2141,590,176,1720,NO
240000,1,2,38,326,326,326,5676,476,326,326,326,5676,476,326,526,NO
240000,2,2,33,1154,1154,0,1954,0,0,1154,0,1954,0,0,0,NO
240000,2,1,53,1444,2553,747,0,0,0,2553,747,0,0,0,1295,NO
240000,2,2,53,1981,-2076,-2076,-2076,-2076,-253,0,0,0,0,1823,0,NO
240000,2,2,61,2276,3188,454,2500,0,0,1000,454,2500,0,0,0,NO
240000,2,2,54,5623,181,1133,0,39344,40264,181,1133,0,39344,1500,1540,NO
240000,2,1,57,5740,5639,3428,4634,4590,9675,1215,2000,2000,4590,9675,15000,NO
240000,2,2,39,8451,1419,37307,1086,1494,7724,1419,37307,1086,1494,7724,1101,NO
240000,2,2,60,8590,6398,16271,27825,14489,37137,6398,16312,27829,14503,33633,10982,NO
240000,2,2,30,17868,188,2288,2100,405,1665,0,2100,405,0,1665,0,NO
240000,1,2,42,22334,13842,1425,10591,1793,1509,3851,1467,10594,1802,1516,1193,NO
240000,2,2,41,30173,29109,16704,13934,2020,4520,5009,4000,3506,0,2500,4000,NO
240000,1,2,42,44996,-4,-4,-4,801,192850,0,0,0,805,192869,7012,NO
240000,2,2,59,46746,36935,29718,22828,19808,12606,1868,1683,1500,5000,2606,5000,NO
240000,2,2,35,121109,124460,126384,126917,90822,83742,6000,5000,4000,4000,4000,3000,NO
240000,2,2,22,133230,136579,139281,132487,107437,109237,5500,5036,4000,6200,5500,5000,NO
240000,1,2,46,134245,137044,138197,140983,138214,141187,4967,4916,4982,5017,5272,5200,NO
240000,1,2,28,147974,150683,137645,140388,142521,143736,5300,4931,4966,5000,4771,4354,NO
240000,2,2,66,168068,168685,94520,14422,12552,20550,6042,3558,1000,600,10550,9000,NO
240000,2,1,61,175976,149257,93689,81226,71547,72794,6600,3711,3100,2500,3019,45200,NO
240000,1,2,33,181569,182916,186885,187756,188520,189908,6606,8246,6806,5112,5291,6004,NO
240000,2,2,23,188956,189678,189471,191623,195624,199259,7200,7500,6300,6000,6100,6000,NO
240000,2,2,22,192551,236772,201463,187916,149293,150614,100050,10000,7000,10040,7000,6000,NO
240000,1,2,36,199671,193523,187389,181348,174998,168176,7000,7000,7000,6500,6000,6000,NO
240000,2,2,47,203850,203979,204712,205344,152992,140128,7500,8000,8400,6000,5200,5000,NO
240000,2,2,35,209848,214477,218142,195913,197823,189111,10000,9000,7000,7000,6625,7000,NO
240000,1,2,24,227346,231891,240146,245552,91382,93177,8308,12000,10373,3403,4000,4000,NO
240000,2,2,61,233441,236496,242446,207633,197644,193724,9000,10307,9014,6029,6014,6034,NO
240000,2,2,69,234053,132007,234638,239790,132697,135561,5000,120000,10000,5000,4100,4000,NO
240000,2,2,40,236772,201463,187916,149293,150614,150911,10000,7000,10040,7000,6000,5000,NO
240000,2,2,35,237633,200572,189615,197092,201528,197155,7065,6002,10002,7030,6275,8088,NO
240000,2,2,34,246310,250252,250169,249495,192368,196585,10500,9900,10907,7000,8000,7535,NO
240000,2,2,49,294180,276968,276585,253679,232300,212749,0,22550,0,8450,7800,6975,NO
250000,2,1,51,0,0,0,0,4501,282,0,0,0,4501,282,10351,NO
250000,2,2,38,500,3344,2255,3183,2324,1657,3344,2255,1000,2324,1657,1416,NO
250000,2,2,22,3731,4695,7604,2919,0,0,1000,3000,3000,0,0,0,NO
250000,1,2,43,4003,2527,1652,7734,3337,7866,2549,1715,8042,4023,9167,3036,NO
250000,1,2,37,22303,51749,186394,9458,6620,10040,51762,186398,9467,6620,10040,8960,NO
250000,2,2,62,45687,31114,21867,13190,27817,22001,5000,1585,3028,27817,0,0,NO
250000,2,2,53,116861,109714,101494,92258,71472,77800,5000,5000,3000,3000,11500,10000,NO
250000,1,1,55,149499,119726,111690,114776,110902,114018,15000,10000,10000,10000,5000,5000,NO
250000,1,2,42,149678,152704,163101,164953,160805,164411,7000,14400,6000,0,6200,6200,NO
250000,1,1,42,191305,90497,92278,93354,95309,97411,3899,3913,3186,3301,3525,3095,NO
250000,1,1,68,249827,191305,90497,92278,93354,95309,8500,3899,3913,3186,3301,3525,NO
250000,2,2,51,273927,211551,132145,88487,66701,52054,21700,11710,6030,9150,11600,48930,NO
260000,1,2,37,-1197,37785,3780,3202,3754,848,40000,3780,3202,4000,848,5795,NO
260000,2,2,37,-28,5735,693,1557,685,11625,5763,703,1564,688,11683,6997,NO
260000,2,2,29,0,0,355,2165,2165,0,0,355,2835,335,335,335,NO
260000,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,NO
260000,2,2,70,500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,NO
260000,2,1,39,711,711,5514,1989,711,8503,711,5514,0,711,8503,3011,NO
260000,1,2,58,825,650,825,644,819,1294,650,1000,644,1000,1300,825,NO
260000,1,1,24,26303,9408,5082,7732,1379,-8,5030,2025,7770,1385,0,1775,NO
260000,2,2,67,39105,45868,44567,37437,41321,43970,8000,8000,9000,13000,12000,10000,NO
260000,2,2,45,63504,66283,67341,54725,36117,35144,4000,3002,2000,2000,2464,1000,NO
260000,2,2,41,75841,69490,67107,28081,12767,4200,3008,2005,3036,5000,2200,1000,NO
260000,1,2,61,76996,11515,13392,22209,54807,62534,11515,13419,22209,54807,62534,37935,NO
260000,2,2,39,85666,92286,93742,93369,82476,73789,10005,4026,3481,141,20074,60308,NO
260000,2,2,31,126418,129214,131933,134482,135772,138229,6000,5200,5000,5000,5000,5000,NO
260000,1,2,47,149814,184419,163036,159348,160198,104389,107000,0,5000,5000,6000,60000,NO
260000,2,2,50,154489,143383,132873,122528,111409,100032,6000,5000,5000,4000,3600,5005,NO
260000,2,2,45,181121,167875,171913,169495,167944,166881,7013,10051,10026,7039,8057,10213,NO
260000,2,2,70,207593,205105,209805,203532,199611,94363,7011,11932,4709,6087,0,1600,NO
260000,1,1,53,226244,230647,211483,153072,156149,144646,8304,10044,6000,5576,6000,6200,NO
260000,1,2,39,234867,237497,215343,205576,207688,198955,10500,9150,7500,8000,7500,7100,NO
260000,2,1,33,237212,228643,231156,223415,158739,159210,8006,7550,8080,4645,5047,4528,NO
260000,2,1,32,238896,244419,250051,247271,250327,253355,11000,11065,9500,9000,9100,9500,NO
260000,2,2,45,251560,379318,226538,202887,195364,181206,9139,13805,7100,6952,12812,6362,NO
260000,2,1,29,251811,256753,143240,150000,14098,28736,9388,5000,10000,14098,15000,15000,NO
260000,1,2,47,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,NO
270000,2,2,46,475,475,5691,37526,50565,48888,475,5691,34000,14000,8000,15000,NO
270000,2,1,32,1459,-702,1900,7518,57765,59377,12,5011,8049,53008,5004,7000,NO
270000,2,2,68,15167,841,9842,7931,3412,1035,845,9896,7977,17,1040,1848,NO
270000,2,2,27,38875,38589,27846,21787,16429,5488,6000,2000,1200,330,2000,8258,NO
270000,2,2,67,70587,70279,69339,67497,68446,69799,3015,3000,2500,2435,3000,4000,NO
270000,2,2,39,118198,86065,77359,63243,51636,31407,0,10004,10000,10000,10000,5000,NO
270000,2,1,62,322249,298700,308133,263516,94062,92618,10000,13000,12000,5000,4000,5000,NO
280000,2,2,41,0,0,11905,8350,2428,4662,0,11905,200,49,4662,6278,NO
280000,2,2,38,0,0,0,0,0,0,0,0,0,0,0,0,NO
280000,2,2,70,269,4160,3590,274,5274,8222,4166,3607,275,5275,3223,3335,NO
280000,2,2,67,427,298,1179,1714,2875,1047,0,1179,1714,1290,1047,1000,NO
280000,1,2,33,1799,1768,1848,-8,1601,-3,1782,1857,0,1609,3,1077,NO
280000,2,2,32,3678,1829,10002,13476,23572,14603,3658,10020,10000,11000,14603,3819,NO
280000,1,2,64,4468,11517,1973,11028,14261,17097,11525,2149,11030,4008,7106,1193,NO
280000,2,2,66,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146,NO
280000,1,2,41,10296,1820,0,5970,8628,2036,3543,1195,5970,8628,2306,768,NO
